feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
0.4524963977411034,0.6815341400797756,0.46036957137174384,0.12631127250718643,0.11315258287955288,0.7018766052306125,0.838952283000848,0.860408112992556,0.9450185517759548,0.5925011980119862
0.016022085080273696,0.354782502164954,0.3021506878177306,0.5868596613974675,0.20255397922231033,0.6486923162815488,0.550247693122305,0.25614310263981466,0.846310047612554,0.1969728665698518
0.41843162319963234,0.5784748800364276,0.9231389724339455,0.3790238222142994,0.524499331458566,0.11547077659123173,0.44612178209115083,0.6729320291897439,0.8425982459364164,0.4065605560233363
0.6798977901556446,0.6115003866059465,0.9779556053180191,0.8759427353536863,0.2536992270955407,0.8051015618433714,0.44978968107902095,0.357760185820435,0.6840439300178449,0.12092821165212986
0.026406674605736313,0.41199266649649813,0.3426301329871281,0.515982606367028,0.7476465290639674,0.8360860706293557,0.2530646345817428,0.26911449196250614,0.6861773831150452,0.4796842447378563
0.4898792416045814,0.9046025283447966,0.9080061527362121,0.5699045845513431,0.43300035459330677,0.846882142765098,0.5235390653407245,0.1304070328768051,0.469774305712263,0.9510522664177473
0.27978967802373234,0.4228641077790244,0.7240371816344587,0.7603785038315786,0.5901557900821934,0.953470614908508,0.6226722333095925,0.3023143989140513,0.46969975400968866,0.912049686957604
0.3528307760826692,0.39186484581009284,0.11779239542243491,0.8343200574517771,0.48422140240170863,0.8318148454801912,0.026298353159600496,0.4961865888706962,0.36187948704387896,0.07189036257719217
0.6187963260819804,0.3804990798146505,0.2917807234723402,0.4903849547070912,0.30014076452633687,0.7296019097913384,0.02257938983218022,0.6888157718904196,0.8449986985452558,0.01106158749176489
0.8717678565725955,0.461036679047388,0.42834824858147114,0.1252350672345126,0.6523168191116262,0.6436277349364965,0.5974908911856598,0.03435665376006947,0.9545900083793983,0.7175678883870799
0.478026342792375,0.8178442679645513,0.12763682001514154,0.190118468008734,0.4313024500984747,0.4759883709253828,0.910582792409154,0.12627890925217233,0.47872765632691705,0.2894879825315214
0.7665898469759365,0.13534376087508382,0.24514045410877128,0.1455886422122814,0.33347278280634884,0.7885427586592055,0.689048649882938,0.8609049769861542,0.5775837206167422,0.5201113905706294
0.8033766079037443,0.28050628376599995,0.40154609195105195,0.022626388881230364,0.8797325149575462,0.3171674036906308,0.08227447310814917,0.6875427876935636,0.03062290105446397,0.5229504495810491
0.4879262432015513,0.8388192819665642,0.6016746970747064,0.29409410067926556,0.3900522674437874,0.65503012793633,0.6349987839067904,0.17520164513518688,0.1796260823859931,0.7203365099270607
0.47829402188070413,0.13753718458484288,0.5000857523639958,0.38275041867925363,0.054034984661462726,0.6362700216833557,0.3011637008605095,0.32367452574837696,0.7246667170112271,0.39963645380165624
0.0118877546397953,0.7182430070063208,0.2886914248998562,0.27162967994665144,0.2988097967122335,0.24656396911542822,0.359373934190081,0.5921291768593588,0.7893358336264173,0.09438379284851617
0.8602198940578469,0.9211443488049885,0.8760225374536723,0.42044922191289813,0.9033669256486215,0.4156314341079793,0.673654861128,0.5882372952665528,0.3159464306375289,0.019131253583631325
0.8185630383426484,0.7066373409835278,0.9293108837733032,0.8655334657249527,0.8199556750132848,0.34629226652487954,0.586457509871043,0.09931366847646872,0.9696479569605747,0.4007758702458424
0.74353793836225,0.8565306604080123,0.046515610661220785,0.3063545399411992,0.1852752902107685,0.7343778804237215,0.44857084282152004,0.3250945344400803,0.538197063947232,0.811794909225831
0.8372640067656969,0.7227061356872361,0.5070556812874306,0.8459458849932225,0.6471900183968456,0.38956932294921875,0.29521537580652124,0.0825886287694032,0.6399059179133525,0.32989978421397914
0.24387074253240681,0.4533961492051982,0.5791561766724526,0.3210456192008242,0.505473291205351,0.48091515621325953,0.6971674969339685,0.9658808832955234,0.4341062426593413,0.30851146367778026
0.31600246022974077,0.906156259576308,0.30016938773867197,0.9414496867124339,0.4783020554677594,0.43964057132816425,0.41451503839902026,0.22810328612305564,0.27094334295369404,0.8746050512330992
0.9344142570263776,0.05101861613009584,0.7914354113767333,0.21552419294061453,0.9374116000195588,0.8830146714687254,0.10867801195201643,0.0012226242925907904,0.46243856057430943,0.583494872848468
0.05292455622406189,0.6406912353197047,0.43082213501033806,0.792879204776921,0.7595061243794012,0.18371862081343882,0.865699896761003,0.6042782797755878,0.18242836297827547,0.48602214847396785
0.028285818024100018,0.8343792026948889,0.88158795594195,0.24721922936279994,0.7416913472870563,0.7415872433388466,0.25522739007591055,0.26843836763863027,0.8075639905276188,0.4065844290518731
0.21490224889327358,0.4124767916891985,0.5636626893389294,0.3433481744242495,0.45750977309864604,0.40103130811016907,0.7053793706181418,0.6221109221990694,0.6128986058334921,0.020247012382488938
0.3906483381739626,0.0862012575077834,0.7833031760430932,0.992298127086069,0.8329568657706863,0.8020999076073799,0.3928973970001184,0.331792834299941,0.6532128685243733,0.25068843845032174
0.6837807212335987,0.8390908189572236,0.8206265114703781,0.29962688772165924,0.5370695340301994,0.16340129657456337,0.4151418218903302,0.5863994969595128,0.368652663439362,0.5714165822278575
0.6794029704929049,0.18423794195521503,0.8888434223502617,0.59885184405442,0.3874208163890951,0.8073762405693151,0.2956061832610646,0.5573824467562454,0.8696785560894679,0.34432371676290163
0.06862559617715636,0.1618446956933154,0.8799885036393579,0.2101697864844746,0.9424073726256376,0.8946860674846672,0.45634393813704055,0.8583785781143878,0.5351696974087705,0.7292274155173616
0.8982990210292052,0.27705633929147,0.6421143834460024,0.46470667550975575,0.29432690698896535,0.2342168217862991,0.43994256734744286,0.10477456820995701,0.43395855541124484,0.9116840325927161
0.3138105291317359,0.533963481003874,0.48329269534269303,0.544432385797912,0.7795264600336662,0.893513537864071,0.417706433545762,0.4699931743366035,0.1658651660523851,0.6324285519361615
0.06398733210638352,0.6642983328722132,0.6608382012425522,0.28315877295043135,0.26661644772073145,0.11238009757233591,0.9010272971383577,0.3975181836526892,0.726799788891729,0.9723346406457604
0.46435636835049565,0.4475777778668747,0.2941470437010678,0.7234892935095344,0.42330984828920526,0.9810213573961318,0.7368839032247086,0.8817335400578783,0.12894466226053058,0.7377209526002525
0.3481836387667461,0.7867587894646753,0.22291337055061122,0.36594045059680536,0.6463575232666446,0.23151707780965725,0.6827959137717913,0.23758585445997604,0.46290225040442556,0.14793893399903757
0.5201789414238658,0.6875510717436903,0.5064106398331709,0.43731529905403876,0.862298243395043,0.7470023193023421,0.2964385973965159,0.3033683457397549,0.12576391272558174,0.225881482966237
0.45609018786114497,0.9242247789545662,0.9683396344111792,0.6506261636091073,0.3897024554438089,0.6791911178331972,0.1569355659632734,0.5590726247675101,0.24115168571723,0.4163791297487647
0.13397268741485335,0.05571746757618068,0.40044234953401925,0.8841795480634734,0.33349304139671454,0.9187733497665996,0.264679572857342,0.6670338178742649,0.21325570182996811,0.7434286127103148
0.77474123898404,0.28991766414954734,0.28631847211686445,0.58009095237699,0.26085255113964745,0.014528336837679734,0.713923673091288,0.9095569101633691,0.315185817985308,0.9658712977577495
0.4879458341992855,0.119546438189859,0.9217949325000327,0.11654518849747064,0.1181897436710343,0.11945832503900622,0.7801929890462146,0.042726657262740275,0.5387608211724607,0.12596340573585052
0.5884480236237517,0.07550767627623467,0.8339779586078039,0.5455542384312819,0.7123332999407704,0.5725750500507355,0.764189312355155,0.1357011915638705,0.6817071145494101,0.06070859038474541
0.6933457393240336,0.7114971834867838,0.9801659663036395,0.3417519746616863,0.7175085828118659,0.36167102742249646,0.13193833793030108,0.4697893067048926,0.9465764873821829,0.5288927932310208
0.33673532867540534,0.40074572884869997,0.7654736153734052,0.08216553823759498,0.20896028566822789,0.9911069416454316,0.5533314134390892,0.9178144887030583,0.2838605658805814,0.18894464331157368
0.8602267315221126,0.19429678681781448,0.9896464949132301,0.48805209083994583,0.7766864002890002,0.11582229746655037,0.47531213950616824,0.8862280142739762,0.1565888159846196,0.2771337680978704
0.724547095438251,0.5476425402497259,0.14628145621736055,0.413913842400607,0.03825154134283559,0.8064478266846107,0.2247003866545726,0.05508378850493789,0.9095439810669432,0.446816898666923
0.7256373324898904,0.4298863427776356,0.7242385626183393,0.825291573796761,0.001570947779679921,0.18228579756625973,0.9386461008101262,0.8462448576672454,0.5997945437637591,0.9013535759990695
0.7866796184811309,0.642253997034577,0.28917938797947285,0.5000936818170545,0.14058453947670402,0.06858516732020759,0.6793792883289421,0.3149187835754682,0.20069192503129507,0.14947100789242163
0.8193821429174465,0.1301552163066383,0.7184765634713185,0.2491849451731173,0.20853615989598295,0.26425977900962294,0.5605653241775361,0.4218550707695232,0.7739383435480783,0.2730847396820375
0.6373702210495847,0.5603598289409902,0.9057522514693891,0.694370559589457,0.024322906533873256,0.17110118123931373,0.9181180282814663,0.5664918838121199,0.5665607907593815,0.35805728488539945
0.5536229812470036,0.665209240631864,0.41501880569692184,0.40097059414434255,0.14692165758285192,0.18368591891190966,0.6573309928606437,0.5887791664742469,0.313114336113011,0.5936880631701433
0.5250684102580679,0.27106070014356365,0.7134971347020479,0.17718437020617683,0.1038248222132988,0.3930582964537168,0.263669086231357,0.2381684887071832,0.1613643126816554,0.5399805421102754
0.7401257790765804,0.19284192938023703,0.4900280277684942,0.7257517024398645,0.4833079140172345,0.1449127559123935,0.569476347947978,0.7784410430411096,0.34757274635761704,0.2956235685817009
0.35221644073372893,0.4107464152832394,0.42000125607474303,0.39288260089589877,0.8899500726690628,0.3866465007629606,0.8945788935095588,0.19457456148454433,0.16400110277559887,0.941659158842583
0.2316280786690127,0.3602214764521008,0.9128000391019534,0.3560181702951728,0.31455865519692483,0.1447107345017461,0.23738902020816421,0.6697618128598216,0.3920313409627244,0.5236008356610924
0.09554798521335273,0.3565110333831074,0.5950262231227103,0.20007967501308987,0.5428776656294529,0.8105971666441505,0.7320119403650103,0.44526694752799134,0.9458197799891873,0.8615952530287498
0.42433409126402466,0.3381654810820093,0.9004207818364588,0.07487543334474744,0.6695856795715914,0.5744993971810525,0.3834097283086192,0.4445415226822509,0.05515282513690711,0.2153903408089174
0.6900884770662712,0.015584958363894175,0.7703428532386855,0.6091472801877486,0.514669879004293,0.9999065272193778,0.3887964845979365,0.16044283306173857,0.3733279641528552,0.7171119848937944
0.4565411657804672,0.8441317862483336,0.6287113309623179,0.29075785876916527,0.022591082649451755,0.17043666835193128,0.7080982503823369,0.34465071849426554,0.9726181408613709,0.004475237996560466
0.40514355567130345,0.6136886876672374,0.7133651424763983,0.7239283053942757,0.9609035444528875,0.4078819886268398,0.9568461653250324,0.650555044044164,0.71267457105142,0.4178094570906835
0.06034842446094135,0.7269924057361572,0.03825112854064483,0.9435659382872836,0.737222125248127,0.5508692220134327,0.44163055216989144,0.8491744999270988,0.2920241551224665,0.7200788423874727
0.20752674651565495,0.7674013394671705,0.2958652287269884,0.4750395684956372,0.5582296123746019,0.29957426320215896,0.6494800125723145,0.282835630151527,0.6610416974207923,0.5962366087569575
0.36226850465276983,0.587767901775734,0.8809515938162249,0.6571091200400825,0.8414104948604068,0.28041051627880764,0.6645678576499017,0.14296008978611452,0.5880397548615345,0.23912832812263052
0.10786017517816049,0.5036748337019484,0.7455957140108668,0.518562567440543,0.40473863924882003,0.3429561636698756,0.43309890125708506,0.8780164793650993,0.9621049205874254,0.21514582440299534
0.36294391299512785,0.1150267741213149,0.4238460587918552,0.412895240931329,0.7078804794037289,0.10995551688308058,0.9821277346514679,0.6525479381722256,0.9997223313454027,0.5760402829766578
0.8735925034302453,0.7450149295464328,0.12835037066463217,0.8362133758201399,0.5037502756898423,0.8689535504878337,0.7615072848869562,0.3521178211828664,0.3708421943522776,0.8209421238275113
0.23944925999002997,0.8411391842145831,0.3590394820837328,0.08307562867059459,0.288342491197058,0.2095040813206105,0.3908620825918684,0.8708700133636809,0.5430571038711729,0.13128724328765162
0.422163591575926,0.933491811095753,0.9603304135066411,0.5343865822685647,0.19255043982993425,0.22876791017392806,0.8392427557769319,0.34535055184808905,0.024479111001166842,0.6389878651222144
0.4695083399393257,0.43726150244825635,0.9177243589786461,0.44749912953292936,0.276797335388114,0.5528573874400962,0.2900048315078966,0.49934200425349895,0.07317394459849125,0.5761307818668132
0.8758369141206481,0.8535506733138988,0.8981498037430642,0.33173572507989924,0.8185789934924994,0.7174577172708694,0.21086355102641285,0.9909417099991892,0.003282224304017256,0.5700809556647916
0.45074630559634277,0.6325515449923119,0.2882815089111306,0.9062395694922407,0.13785304537700627,0.11353220300782552,0.5946043503114384,0.8856144437943246,0.8580937020704523,0.8428743980186082
0.8553144259817156,0.9010367734055535,0.6398528471146686,0.8530944977828129,0.8106349981379644,0.8103833119908391,0.5465427459452832,0.24391292914431262,0.8477549052706614,0.21069971451146874
0.2571664557874901,0.9064717481874662,0.6226165018211939,0.030212068148875892,0.467623832580371,0.017530075524353816,0.08160365128794611,0.509761501145901,0.23960444246889745,0.942483871573524
0.7607933202438412,0.9660433287170992,0.5340543430522375,0.691005444916797,0.08091356597433441,0.9918901271159958,0.6581467324670982,0.3880331957570592,0.9002431035947001,0.3910206460310023
0.9613408730973108,0.47364799533479984,0.6719532057748147,0.06016630306368276,0.9956223250919588,0.9463066885873906,0.3772592243058188,0.617564297104656,0.5932328082855695,0.9869205985966019
0.8521170655544203,0.9426171393942511,0.6171943574554242,0.4353770972970352,0.6289850741705999,0.9660650067544626,0.05815894910884167,0.3971109448868553,0.9297248783169778,0.8493297484520423
0.22883737614319632,0.27030698167739864,0.4007427919392903,0.6188035454346686,0.7520856877807683,0.5259146588078715,0.5892775981298621,0.7483227806136293,0.7757198930079046,0.24791530877319679
0.9731100468186836,0.2256553448683969,0.7738120803264431,0.14180756285218732,0.3227096512392703,0.610418439564599,0.0465605307522563,0.023636528114208577,0.33163340158991017,0.14946904192544364
0.24474613110656374,0.12733934198917607,0.889810643291866,0.26156013041501636,0.3331527494408567,0.5472960407137374,0.10330745653265949,0.36155804342925135,0.10818332157043731,0.6722069402921341
0.5152094192188531,0.8561876106602555,0.8190927503842941,0.18240603966638114,0.9836124839917899,0.6681992616283952,0.9446086518318767,0.4908769618215939,0.6575834170833823,0.2066754428922315
0.7681676600528464,0.8877461619505966,0.8428952729132405,0.45917322522727266,0.9688361426918346,0.899373265025618,0.5633321046024646,0.6522628391276464,0.689985786272398,0.011487222613945414
0.848777918588842,0.22135090347985886,0.21698360428799546,0.06685193523200939,0.47251436617939246,0.45965869771090895,0.6538651269106704,0.8548060153856231,0.22509826301992286,0.4325503817044567
0.6604433410795734,0.942234554061404,0.7684628086608117,0.6583968326313958,0.23263478387368275,0.26067563691934537,0.04674090207958981,0.4548636586621756,0.4956319249524078,0.8812048346287757
